,page_id,page_title,page_is_redirect,page_is_new,page_random,page_touched,page_links_updated,page_latest,page_len
80,27056490,Rostvertol,0,0,0.300636490058,20160704191912,20160705035451,709745151,872
81,43031234,The_Evening_and_the_Morning_and_the_Night,0,0,0.30063812289,20160718211606,20160718211606,730409475,4373
82,26484783,George_Kerevan,0,0,0.300638254403,20160718053425,20160717024833,727694249,5943
83,37868067,Adolph_Verschueren,0,0,0.300641926365,20160715093911,20160715085242,729893718,2638
84,42505148,Char_Divas_Premache,0,0,0.300667466802,20160708234835,20160713081924,684215553,1609
85,891231,Theater_an_der_Wien,0,0,0.300671924046,20160704191912,20160718022207,721531160,16951
86,23556545,Clark_River,0,0,0.300692957229,20160713164114,20160715181318,720466555,1105
87,4794092,Arranged_marriage_in_the_Indian_subcontinent,0,0,0.300694663149,20160704191912,20160718092202,722669063,33336
88,50191132,Mary_Lynn_Witherspoon,0,0,0.300700200214,20160716181551,20160717215329,728824863,2824
89,30011815,Post-structural_feminism,0,0,0.300708491127,20160718045119,20160717013216,723774552,4958
90,331923,Bakewell,0,0,0.300710216305,20160704191912,20160717045840,717419277,20599
91,14456330,(hydroxymethylglutaryl-CoA_reductase_(NADPH))-phosphatase,0,0,0.300723384104,20160716191438,20160716055958,721980696,2069
92,16030743,Misha:_A_Mémoire_of_the_Holocaust_Years,0,0,0.30072748091,20160716074732,20160716091049,721785912,13984
93,38280955,Gap_Inc.,0,0,0.300749570392,20160713225109,20160718121930,729694856,37699
94,596175,Mindwarp,0,0,0.300750337215,20160712235751,20160717132838,696205783,11777
95,23581573,C8H15NO,0,0,0.30075528701,20160713155252,20160713155253,729638577,499
96,9421641,Oyster_card_(pay_as_you_go)_on_National_Rail,0,0,0.300768722579,20160711093540,20160711093542,729306929,18770
97,3287624,Jacobs_School_of_Music,0,0,0.300773165286,20160714213037,20160718075749,727018494,15833
98,37852578,Samui_ne,0,0,0.300775083393,20160718011134,20160718041841,708802046,9008
99,15950910,Saint-Longis,0,0,0.300785852472,20160712213917,20160713024731,704489681,1382
100,584005,Três_Corações,0,0,0.300815596385,20160712213917,20160717130452,673472512,8632
101,404949,Lucky_Jim,0,0,0.300819009683,20160717092230,20160717032414,724170915,9103
102,11173456,Diastasis_recti,0,0,0.300824111713,20160711213208,20160712020052,726956225,11075
103,1817849,The_Sunset_Tree,0,0,0.300827651115,20160717151847,20160716130950,725035473,9205
104,4977811,Continental_Elite_Hockey_League,0,0,0.300832557581,20160711170434,20160711164802,531233325,6474
105,187174,Foreign_Keys,0,0,0.300839228835738,20160712235751,20160713001351,672181982,1841
106,1880385,Scarborough_Bluffs,0,0,0.300843848387,20160704191912,20160718053250,728166183,7338
107,1239047,Postural_orthostatic_tachycardia_syndrome,0,0,0.300848906069,20160713095747,20160718030652,729602911,21835
108,5404736,List_of_airports_in_Rhode_Island,0,0,0.300850738627,20160716065337,20160716093544,644362418,7190
109,47434523,Beijing-Zhangjiakou_Intercity_Railway,0,0,0.300855050729,20160712034428,20160718032028,728444512,6061
110,225264,"Nelson,_British_Columbia",0,0,0.300860977080521,20160718112628,20160718194332,728886093,26304
111,39423876,2013–14_Eastern_SC_season,0,0,0.300863338692,20160717042350,20160716193832,730112265,77952
112,124937,"Cornish,_New_Hampshire",0,0,0.300866542664232,20160718111017,20160718111018,730298199,13659
113,1972522,Mitragynine,0,0,0.300881470439,20160714025809,20160718054607,729214003,10690
114,34782875,Logie_Awards_of_2012,0,0,0.30088459726,20160701092148,20160701092149,727799985,17007
115,13770042,Jacopo_d'Angelo,0,0,0.300888684537,20160629003426,20160629013411,718503946,21114
116,420191,Jonathan_Djanogly,0,0,0.300897219824,20160716071112,20160716043304,729694761,30665
117,112341,"New_Castle,_Indiana",0,0,0.30089975455859697,20160717171107,20160716034143,729167611,17220
118,4613189,Pancreatin,0,0,0.300906437802,20160704205132,20160718085649,719337974,4098
119,1661893,Radio_Veronica,0,0,0.30090861838,20160718005315,20160717050847,727949699,16309
120,1095655,Samuel_Johnson_(pamphleteer),0,0,0.30092032454,20160704191912,20160718015910,703802140,7761
121,1119576,Beck's_Bolero,0,0,0.30095030102,20160718025326,20160718024134,728006488,26512
122,34832586,2012_Summer_Olympics_medal_table,0,0,0.300950991547,20160714081952,20160714081957,729747985,31903
123,33849474,Zatoichi_and_the_One-Armed_Swordsman,0,0,0.300962547883,20160711213239,20160713064711,726392858,3226
124,12590208,Merrill's_Marauders_(film),0,0,0.300966431741,20160712235751,20160713032940,714648501,11633
125,144948,Universal_joint,0,0,0.300986850914533,20160718071215,20160717043815,723548728,23354
126,1886574,"Bridgeton,_Indiana",0,0,0.300986960987,20160716003008,20160718062445,718258903,13266
127,2213309,28th_G8_summit,0,0,0.300995756695,20160716205349,20160716205350,730120513,16525
128,35606046,Steve_Young_(politician),0,0,0.300996064656,20160718104739,20160718013007,721573000,2825
129,51032856,Edith_Alonso,0,0,0.301008724468,20160711065331,20160711065332,729293373,14932
130,40354792,"List_of_Category_A_listed_buildings_in_the_New_Town,_Edinburgh",0,0,0.301010764258,20160715101145,20160717235633,724456192,117621
131,29908308,Chandi_Charitar_Ukti_Bilas,0,0,0.301028143553,20160705100358,20160705111451,695672634,6578
132,73467,Five_Easy_Pieces,0,0,0.301037720684929,20160717075402,20160717004552,721448138,13685
133,31910526,List_of_wars_involving_Russia,0,0,0.301042831196,20160718054254,20160718002506,730171290,69225
134,40119278,Cuba_at_the_2013_World_Aquatics_Championships,0,0,0.301048263657,20160629003426,20160629020158,711943770,6880
135,1372005,KLRU,0,0,0.30104991005,20160718214410,20160718215450,719600551,9578
136,13819290,Primera_División_de_México_Apertura_2003,0,0,0.301063530771,20160716155754,20160716152452,725982132,23226
137,16466333,Uruçui-Una_Ecological_Station,0,0,0.301066543366,20160718182042,20160705005912,727708701,3845
138,40691079,Sub-Earth,0,0,0.30107208923,20160713030409,20160713030413,720373881,2024
139,1246964,The_Man_Without_a_Country,0,0,0.301091588708,20160704184159,20160718030851,726945078,13540
140,2661256,Communist_Party_of_Kazakhstan,0,0,0.301100892749,20160707134723,20160718072815,723407839,5541
141,210647,"John_Spencer,_5th_Earl_Spencer",0,0,0.301104130503819,20160718081835,20160716031838,721128604,20517
142,311482,Sandton,0,0,0.301111038449,20160717104502,20160717105836,728605840,22072
143,6191052,The_Legend_(Johnny_Cash_box_set),0,0,0.301112905393,20160715090031,20160718152954,711660219,13283
144,5088431,The_Butter_Shave,0,0,0.301129463934,20160718043344,20160718045352,727667505,5166
145,22408321,Wayne_Kerrins,0,0,0.301136171387,20160706005314,20160706005314,728534554,4882
146,4760020,"Robert_H._Jenkins,_Jr.",0,0,0.301136194965,20160718083910,20160716031356,707449292,9490
147,17444930,Elizabeth_(given_name),0,0,0.301140227213,20160713054916,20160710231334,728901440,21938
148,2503501,"Soulard,_St._Louis",0,0,0.301153324053,20160712213917,20160718065309,705397892,7340
149,21665952,Bret_Robbins,0,0,0.30115692226,20160708225026,20160708195624,702830481,1329
150,24957444,Blue_Stahli,0,0,0.301161540838,20160708230156,20160718001625,724986696,9413
151,8908996,Sepia_erostrata,0,0,0.301176618189,20160712235751,20160713025201,656949344,1523
152,11640572,3rd_Special_Forces_Group_(United_States),0,0,0.301186671975,20160705094550,20160705100256,709304856,14342
153,95029,"Wayne_County,_Michigan",0,0,0.301197203156722,20160717100938,20160716081218,728947848,37998
154,12797104,List_of_Hunter_×_Hunter_chapters,0,0,0.301200534097,20160715232452,20160715220530,728468245,84673
155,3827991,The_Spirit_Squad,0,0,0.301210916173,20160717073657,20160717073955,729854031,24138
156,934452,Tattershall,0,0,0.301214893954,20160718165817,20160716190431,724443649,10145
157,59205,Pope_Pius_X,0,0,0.301226604079107,20160717045554,20160716234702,730009133,66633
158,8291735,Nicole_Marthe_Le_Douarin,0,0,0.301228225957,20160703064912,20160623232410,709844572,8359
159,9321374,"Caswell_Hill,_Saskatoon",0,0,0.301255026943,20160712213917,20160713012013,711980380,8474
160,9064105,Women_in_Canadian_provincial_and_territorial_legislatures,0,0,0.301258544018,20160718024921,20160718012419,721052926,36080
161,36961161,Tibetan_Army,0,0,0.301264626458,20160708054232,20160717170907,723779862,13191
162,30960182,Manithaneya_Makkal_Katchi,0,0,0.301265171471,20160718143627,20160718140959,729596417,5161
163,11206029,Kumbum_Monastery,0,0,0.301271666645,20160718054305,20160716135111,729754602,15598
164,31390119,"Reform_Party_presidential_primaries,_1996",0,0,0.30128587872,20160709212707,20160709202634,629920462,13930
165,35917520,Clarence_Ussher,0,0,0.30129216516,20160705100358,20160705112552,721732065,27660
166,24532175,Working_Men,0,0,0.301297137439,20160704032955,20160717111601,718680345,5204
167,10794139,2007–08_Danish_Superliga,0,0,0.301301004611,20160718142156,20160716063333,664975199,24324
168,44189054,Loxostege_badakschanalis,0,0,0.301315070209,20160708010534,20160713084107,675405252,886
169,2874029,Logan_O'Brien,0,0,0.301316611413,20160711185546,20160623173532,705986278,4950
170,14942423,2002_Pittsburgh_Steelers_season,0,0,0.301317467364,20160717094620,20160717015144,729973593,27297
171,1009312,PCI_configuration_space,0,0,0.301320787194,20160717134658,20160716111009,726529220,16244
172,6438,Chromosome,0,0,0.30132367769379503,20160717073704,20160717073705,730175110,54414
173,81575,Parlophone,0,0,0.30132853919763897,20160717085601,20160716065017,728115913,25779
174,24186640,Rugby_2004,0,0,0.301331211762,20160713191513,20160713195313,686332360,4164
175,5799399,"Girardville,_Quebec",0,0,0.301335296778,20160712213917,20160718112842,592362639,5499
176,23449611,Deaths_in_July_2009,0,0,0.301336339464,20160705054614,20160705054614,728402184,49626
177,23290134,Frank_Black_(character),0,0,0.301351290237,20160718025906,20160716214120,728349027,14070
178,13969733,WWK_Arena,0,0,0.301357969274,20160715183432,20160715170943,728262284,4968
179,3067228,Brad_Hawpe,0,0,0.301367864378,20160716022635,20160718074436,717637926,11540
180,43440006,Juan_Schoeman,0,0,0.301375332412,20160718164908,20160718164910,730375051,6252
181,20684316,Contemporary_anarchism,0,0,0.301378056895,20160705094550,20160705101524,712891359,38345
182,46357714,Shabwah_campaign_(March–August_2015),0,0,0.301444423135,20160718044246,20160708090700,728023251,11386
183,447492,Policy_debate,0,0,0.301444556704,20160717041633,20160716065924,726198596,37182
184,48254973,2001_Wimbledon_Championships_–_Men's_Singles_Qualifying,0,0,0.301446026144,20160717183549,20160629021134,711833263,34279
185,20178330,The_Forbidden_Fountain_of_Oz,0,0,0.301446971419,20160717155727,20160717015636,723635165,8425
186,47657917,List_of_Bringing_Up_Bates_episodes,0,0,0.30145287087,20160715094552,20160715011208,729854717,14097
187,35616762,1995_International_Tennis_Championships_–_Doubles,0,0,0.301464575618,20160710181651,20160711031250,714542238,7233
188,2058760,"Takahito,_Prince_Mikasa",0,0,0.301483436736,20160717170213,20160716141020,729288840,17648
189,49637564,Roma_War_Memorial_and_Heroes_Avenue,0,0,0.30148414098,20160716055520,20160713233627,714992332,13621
190,50299239,VMware_ESXi_compatible_hardware,0,0,0.301486484146,20160709000345,20160708222857,727558409,1253
191,10119452,Mere_Mehboob,0,0,0.301488930872,20160718131815,20160717043214,718038675,6402
192,343755,Lord_President_of_the_Court_of_Session,0,0,0.301490591514,20160716004106,20160717121411,724660121,23409
193,1972634,David_Hayes_(sculptor),0,0,0.30149251548,20160718030810,20160716212049,722781822,23303
194,39348106,1935_Cuba_hurricane,0,0,0.301493008288,20160711170432,20160718032451,718015604,27273
195,32917261,Natalia_Kills_discography,0,0,0.301493675749,20160716051407,20160716035249,727304579,21298
196,1497989,Thomas_H._Sotheron-Estcourt,0,0,0.301496600561,20160716154642,20160716070830,714563161,5834
197,21362508,Presidential_transition,0,0,0.301497779213,20160629003426,20160629014009,719454309,1597
198,3948985,Spanish_Army_Airmobile_Force,0,0,0.301512871789,20160705165925,20160718075933,728467421,9647
199,31036619,Mining_in_Sierra_Leone,0,0,0.301550918849,20160716185334,20160716165245,721027378,18199
200,6056820,Cheshiahud,0,0,0.301581775413,20160717090442,20160716102133,724718067,12267
201,48878396,2016_Tour_Down_Under,0,0,0.30158961122,20160712181646,20160712182949,729099709,26009
202,41970753,2014_Sligo_Rovers_F.C._season,0,0,0.301593172554,20160717045853,20160716192736,724606911,57379
203,8655200,Amoud_University,0,0,0.301597972648,20160710181421,20160717011128,729213247,14581
204,1186505,Indian_natural_history,0,0,0.301620179462,20160705100358,20160718024841,723647282,52110
205,15638263,"Texas_Democratic_primary_and_caucuses,_2008",0,0,0.301628926225,20160709205214,20160709202126,710687860,26095
206,8497022,Eclipse_(Meyer_novel),0,0,0.301639863846,20160718084612,20160716064039,723951339,23187
207,3729154,Weald_and_Downland_Open_Air_Museum,0,0,0.301640730959,20160715182147,20160718082339,716095496,35809
208,1968806,Marya_Roxx,0,0,0.30164205005,20160707220042,20160718054502,705082996,4565
209,11921372,Billy_Butler_(guitarist),0,0,0.301644031267,20160708073802,20160708074022,724567985,5865
210,122894,"Fredericktown,_Missouri",0,0,0.301655556356214,20160718010721,20160716050324,729226343,21964
211,14773800,ARHGDIB,0,0,0.301661662283,20160716052601,20160716002426,724022004,17898
212,2315898,WJLB,0,0,0.301673965969,20160718055714,20160716091746,727759181,5832
213,36237188,Max_Görtz,0,0,0.301681727801,20160712101242,20160624044046,723320566,4403
214,37052300,"Lake_Emily,_Wisconsin",0,0,0.301705040325,20160704163201,20160713050331,619077357,2163
215,18398577,Somatic_evolution_in_cancer,0,0,0.301761545924,20160717024342,20160716064455,722440987,76012
216,522413,Rough_Collie,0,0,0.301765923529,20160717055124,20160716073513,728860722,24398
217,16423904,2500_Alascattalo,0,0,0.301773244407,20160717182547,20160717163422,728431137,10378
218,11378747,1963_American_Football_League_season,0,0,0.301778825693,20160718160451,20160717044812,723351899,11063
219,37352292,"Big_Apple_(Colborne,_Ontario)",0,0,0.301788315416,20160704001625,20160704001637,728210749,2385
220,1562434,Stigmata_(Arch_Enemy_album),0,0,0.301788551108,20160717135648,20160716120240,724630535,12205
221,18431052,Andrei_Fedkov,0,0,0.30179551591,20160701183632,20160629220247,714698527,3540
222,39334807,Rebecca_L._Cann,0,0,0.301808954717,20160629003426,20160629020019,723830750,8743
223,20020641,Marc_Lasry,0,0,0.301811654145,20160717165043,20160717133601,715408537,10979
224,5736781,Andrey_Korotayev,0,0,0.301812999654,20160705171707,20160718112459,724775675,64029
225,3060996,Karamjit_Singh,0,0,0.301821907678,20160710084344,20160710062527,706149475,5509
226,917146,Jerome_Myers,0,0,0.301822689502,20160713160356,20160717235119,703593302,18221
227,12918906,The_Love_Guru,0,0,0.30183466122,20160718133531,20160717112629,729593786,18030
228,42880738,Hermiston_Reversionary_Interest_Release_Act,0,0,0.301838418073,20160704191912,20160705041452,701306226,9789
229,3338613,Ty_Burrell,0,0,0.301844851687,20160718010257,20160716185326,729540109,22762
230,2288704,Bellahouston,0,0,0.30184535576,20160718054933,20160717005301,662862621,3667
231,2277066,List_of_conflicts_in_Canada,0,0,0.301859497753,20160717052713,20160716033811,729601419,15169
232,22119005,List_of_Achimotans,0,0,0.301863991098,20160713141144,20160710173633,729208667,12940
233,14791117,7th_Street_Theatre,0,0,0.301874451273,20160704191912,20160705000049,700821357,3711
234,40105084,We_Need_Medicine,0,0,0.30188516207,20160710181651,20160717234408,678775850,8230
235,45683442,Pierre_Carbonnier,0,0,0.301885728401,20160703064912,20160624052949,725366092,8075
236,2912292,Mathematics_of_Sudoku,0,0,0.301886120447,20160717172212,20160717160352,730120536,66603
237,2535548,Ilaro,0,0,0.301889464738,20160718065921,20160717030116,722392350,14508
238,23432900,Nam_Koo_Terrace,0,0,0.301891799155,20160704191912,20160705035157,596349597,17575
239,508960,Vladivostok_Air,0,0,0.301895273059,20160718010252,20160717194829,726713203,24727
240,229575,Michel_Ney,0,0,0.301917745081631,20160718120120,20160716210637,726470696,23781
241,43615837,Ao_Vivo_em_Copacabana,0,0,0.301950942974,20160710093542,20160718011728,685793161,14015
242,10815283,Office_of_National_AIDS_Policy,0,0,0.301961900021,20160715193847,20160715193849,729960445,4577
243,47034100,Manzil_(TV_series),0,0,0.301964594669,20160703134141,20160713091246,718543856,6790
244,137928,"Moses_Lake,_Washington",0,0,0.301969190409378,20160718073052,20160718072042,730016040,24928
245,50878319,History_of_the_Hungary_national_football_team,0,0,0.301969447069,20160716114148,20160715234627,728105819,61043
246,44009822,Dangerous_(David_Guetta_song),0,0,0.301972162795,20160717182511,20160718043138,730241254,19636
247,113470,A_Room_with_a_View,0,0,0.301975946223341,20160717174022,20160717011353,727742036,18996
248,2126499,"Mabini,_Compostela_Valley",0,0,0.301985576878,20160712213917,20160718061445,719897137,5908
249,25466619,Mukandpur,0,0,0.301993169367,20160718115600,20160713040843,706554107,6889
250,41201897,Bad_Guy_(song),0,0,0.301996262001,20160718043904,20160718203104,722816222,15495
251,12637182,Lady_Hardinge_Medical_College,0,0,0.302005698205,20160710114255,20160710113817,728579956,8151
252,14766707,KCNJ4,0,0,0.302018359151,20160716050644,20160716002035,721180715,12052
253,20634362,Pretty_Girl_(EP),0,0,0.30202901021,20160717200344,20160717090759,715709422,6270
254,11816737,Stateless_(band),0,0,0.302032460806,20160713210058,20160710214214,678755616,36281
255,2691729,Kodad,0,0,0.302038003437,20160717050235,20160717050236,730163858,6675
256,9266090,Simon_Mwansa_Kapwepwe_International_Airport,0,0,0.302048612811,20160704163201,20160704222234,725991916,3747
257,10116693,Bob_Harris_(sportscaster),0,0,0.302048857891,20160705094550,20160705100209,727357887,12903
258,26009824,"Pará_(footballer,_born_1986)",0,0,0.302052515955,20160718131536,20160718131537,730350436,4676
259,39514905,Turkish_Straits_crisis,0,0,0.302053522128,20160716100207,20160716100209,730042621,18646
260,27461,History_of_Switzerland,0,0,0.302057395970502,20160717235428,20160717233014,729423689,32746
261,2796933,List_of_cities_in_Lithuania,0,0,0.302087705275,20160718005134,20160717234930,726062124,34353
262,12356153,Lake_Vermilion_State_Park,0,0,0.302089423825,20160717001812,20160412031102,694949125,2174
263,22184264,Oediplexia,0,0,0.302103043539,20160718054352,20160713043220,617304785,1187
264,618113,Havdalah,0,0,0.302110970161,20160718163106,20160718160126,720711250,9070
265,32461,Foreign_relations_of_Venezuela,0,0,0.30212006466660696,20160716152252,20160718185638,725079491,58160
266,32548297,Reza_Sheykholeslam,0,0,0.302127610384,20160718075519,20160717041000,720317267,7471
267,2617163,Bramhall_High_School,0,0,0.3021281994,20160716205700,20160716205701,730120863,9273
268,42813958,2014_Israeli_Beach_Soccer_League,0,0,0.302132656739,20160716090334,20160717075421,667037699,18675
269,29272484,Swimming_at_the_2010_Asian_Games,0,0,0.302135362743,20160702174946,20160702182756,724301697,19497
270,42475846,Gun_control_after_the_Sandy_Hook_Elementary_School_shooting,0,0,0.302137268858,20160714185251,20160714185253,729814484,37310
271,1672501,George_Heriot's_School,0,0,0.302143760634,20160701151739,20160718050619,727500979,19864
272,230928,USS_Vancouver_(LPD-2),0,0,0.302149200162058,20160718121457,20160716205710,727357864,40919
273,6054878,Mohammed_Abdellaoue,0,0,0.302165312573,20160715212939,20160718144622,729975250,15369
274,3719204,Dangerous_World_Tour,0,0,0.302165563999,20160717122820,20160717122459,728648849,23920
275,3782085,1984_NFL_Draft,0,0,0.302168074604,20160718021424,20160716201806,729247975,46379
276,7562818,Christopher_Page,0,0,0.302199938584,20160703064912,20160623222556,709481823,6384
277,32367717,Giovanni_Martina,0,0,0.302202346588,20160629205806,20160629224041,697928124,5750
278,39507374,2010_APRA_Silver_Scroll_Awards,0,0,0.302211171754,20160711213208,20160712033826,726794976,8078
279,1425378,All_for_You:_A_Dedication_to_the_Nat_King_Cole_Trio,0,0,0.302215918404,20160714145055,20160718040315,727914910,7367
